date,id,sales,sell_price,quarter_sin,quarter_cos,month_sin,month_cos,dayofmonth_sin,dayofmonth_cos,dayofyear_sin,dayofyear_cos,wday_sin,wday_cos,year,event_type_1_Cultural,event_type_1_National,event_type_1_Religious,event_type_1_Sporting,event_type_2_Cultural,event_type_2_Religious,event_name_1,event_name_2
2011-09-16,HOUSEHOLD_2_CA_2,226.0,5.97359756097561,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.9648061359537644,-0.2629622026565152,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-17,HOUSEHOLD_2_CA_2,295.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.9691780654392537,-0.2463612742933145,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-18,HOUSEHOLD_2_CA_2,263.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.9732643737003825,-0.22968774213179544,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-19,HOUSEHOLD_2_CA_2,157.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9770638564833508,-0.21294651993841573,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-20,HOUSEHOLD_2_CA_2,178.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,-0.9805753940631429,-0.19614254142819712,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-21,HOUSEHOLD_2_CA_2,169.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,-0.9837979515735163,-0.1792807588107359,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-22,HOUSEHOLD_2_CA_2,186.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9867305793119814,-0.16236614133076413,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-23,HOUSEHOLD_2_CA_2,220.0,5.973625377643504,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.989372413019683,-0.14540367380368943,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-24,HOUSEHOLD_2_CA_2,280.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.9917226741361015,-0.12839835514655065,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-25,HOUSEHOLD_2_CA_2,278.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.9937806700284985,-0.11135519690480865,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-26,HOUSEHOLD_2_CA_2,153.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9955457941960382,-0.09427922177542443,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-27,HOUSEHOLD_2_CA_2,153.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,-0.9970175264485267,-0.07717546212664643,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-28,HOUSEHOLD_2_CA_2,142.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,-0.998195433059714,-0.06004895851494849,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-29,HOUSEHOLD_2_CA_2,178.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9990791668951153,-0.04290475819955472,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-30,HOUSEHOLD_2_CA_2,170.0,5.960358208955224,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.9996684675143132,-0.025747913654988113,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,HOUSEHOLD_2_CA_2,344.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.9999631612477099,-0.008583481082086734,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-02,HOUSEHOLD_2_CA_2,269.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9999631612477099,0.008583481082086366,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-03,HOUSEHOLD_2_CA_2,182.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.9996684675143132,0.025747913654987745,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-04,HOUSEHOLD_2_CA_2,192.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.9990791668951153,0.04290475819955435,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-05,HOUSEHOLD_2_CA_2,171.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.998195433059714,0.06004895851494813,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-06,HOUSEHOLD_2_CA_2,174.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9970175264485267,0.07717546212664607,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-07,HOUSEHOLD_2_CA_2,214.0,5.962380952380952,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.9955457941960382,0.09427922177542405,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-08,HOUSEHOLD_2_CA_2,275.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.9937806700284985,0.11135519690480827,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-09,HOUSEHOLD_2_CA_2,275.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9917226741361016,0.1283983551465503,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-10,HOUSEHOLD_2_CA_2,155.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.989372413019683,0.14540367380368907,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-10-11,HOUSEHOLD_2_CA_2,148.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.9867305793119814,0.16236614133076377,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-12,HOUSEHOLD_2_CA_2,185.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.9837979515735163,0.17928075881073555,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-13,HOUSEHOLD_2_CA_2,171.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.980575394063143,0.19614254142819676,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-14,HOUSEHOLD_2_CA_2,207.0,5.9381656804733725,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.9770638564833509,0.21294651993841537,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-15,HOUSEHOLD_2_CA_2,275.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.9732643737003827,0.22968774213179508,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-16,HOUSEHOLD_2_CA_2,291.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9691780654392538,0.24636127429331414,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-17,HOUSEHOLD_2_CA_2,185.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.9648061359537645,0.2629622026565149,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-18,HOUSEHOLD_2_CA_2,127.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.9601498736716018,0.2794856348516095,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-19,HOUSEHOLD_2_CA_2,183.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.9552106508146317,0.2959267013472893,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-20,HOUSEHOLD_2_CA_2,175.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9499899229945011,0.3122805568857945,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-21,HOUSEHOLD_2_CA_2,280.0,5.93698224852071,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.9444892287836614,0.3285423819108344,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-22,HOUSEHOLD_2_CA_2,315.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.9387101892619444,0.3447073839879334,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-23,HOUSEHOLD_2_CA_2,263.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9326545075388223,0.3607707992167836,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-24,HOUSEHOLD_2_CA_2,173.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.9263239682514949,0.3767278936351853,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-25,HOUSEHOLD_2_CA_2,180.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.9197204370389466,0.3925739646141719,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-26,HOUSEHOLD_2_CA_2,168.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.9128458599921356,0.40830434224389334,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-27,HOUSEHOLD_2_CA_2,176.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9057022630804715,0.42391439070986053,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-28,HOUSEHOLD_2_CA_2,218.0,5.949112426035502,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.898291751554753,0.4393995096591413,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-29,HOUSEHOLD_2_CA_2,309.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8906165093267405,0.4547551355561054,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-30,HOUSEHOLD_2_CA_2,268.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.8826787983255472,0.46997674302732034,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-31,HOUSEHOLD_2_CA_2,137.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8744809578310396,0.4850598461951964,0.43388373911755823,-0.900968867902419,-1.448585721481034,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-11-01,HOUSEHOLD_2_CA_2,133.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-02,HOUSEHOLD_2_CA_2,177.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.8573146280763323,0.5147928015098308,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-03,HOUSEHOLD_2_CA_2,185.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.848351197812304,0.5294338912181851,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-04,HOUSEHOLD_2_CA_2,230.0,5.93878698224852,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.8391377545563939,0.5439189543287245,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-05,HOUSEHOLD_2_CA_2,314.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.8296770135526186,0.5582437220268651,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-06,HOUSEHOLD_2_CA_2,327.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-0.8199717629247769,0.5724039727378152,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-07,HOUSEHOLD_2_CA_2,185.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.810024862854775,0.5863955333706958,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2011-11-08,HOUSEHOLD_2_CA_2,162.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.7998392447397198,0.6002142805483676,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-09,HOUSEHOLD_2_CA_2,180.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.7894179103280202,0.6138561418226112,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-10,HOUSEHOLD_2_CA_2,199.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.7787639308347607,0.6273170968742937,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-11,HOUSEHOLD_2_CA_2,212.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.7678804460366002,0.640593178698175,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-11-12,HOUSEHOLD_2_CA_2,289.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.7567706633464628,0.6536804747720056,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-13,HOUSEHOLD_2_CA_2,314.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-0.7454378568683006,0.6665751282095628,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-14,HOUSEHOLD_2_CA_2,198.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.7338853664321995,0.6792733388972927,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-15,HOUSEHOLD_2_CA_2,171.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.7221165966101166,0.6917713646142214,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-16,HOUSEHOLD_2_CA_2,199.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.7101350157125358,0.7040655221348057,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-17,HOUSEHOLD_2_CA_2,190.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.6979441547663436,0.7161521883143933,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-18,HOUSEHOLD_2_CA_2,206.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.6855476064742156,0.7280278011569846,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-19,HOUSEHOLD_2_CA_2,282.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.6729490241558331,0.7396888608649665,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-20,HOUSEHOLD_2_CA_2,286.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-0.6601521206712321,0.7511319308705195,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-21,HOUSEHOLD_2_CA_2,146.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.6471606673266065,0.7623536388483899,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-22,HOUSEHOLD_2_CA_2,174.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.6339784927628872,0.7733506777097294,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-23,HOUSEHOLD_2_CA_2,215.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.6206094818274227,0.7841198065767104,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-24,HOUSEHOLD_2_CA_2,60.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.6070575744291004,0.794657851737625,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-11-25,HOUSEHOLD_2_CA_2,223.0,5.945604719764011,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.5933267643772321,0.8049617075821959,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-26,HOUSEHOLD_2_CA_2,306.0,5.948554572271386,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.5794210982045639,0.8150283375168111,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-27,HOUSEHOLD_2_CA_2,242.0,5.948554572271386,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-0.5653446739747432,0.8248547748594242,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-28,HOUSEHOLD_2_CA_2,196.0,5.948554572271386,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.5511016400746006,0.834438123713847,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-29,HOUSEHOLD_2_CA_2,169.0,5.948554572271386,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.5366961939916003,0.8437755598231858,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,HOUSEHOLD_2_CA_2,164.0,5.948554572271386,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.5221325810768248,0.8528643314021598,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,HOUSEHOLD_2_CA_2,161.0,5.948554572271386,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,-0.5074150932938455,0.8617017599480682,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-02,HOUSEHOLD_2_CA_2,213.0,5.948554572271386,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.8660254037844384,-0.5000000000000004,-0.4925480679538645,0.8702852410301551,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-03,HOUSEHOLD_2_CA_2,357.0,5.948554572271386,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.47753588643748845,0.8786122450571482,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-04,HOUSEHOLD_2_CA_2,263.0,5.948554572271386,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.4623829729035152,0.8866803180227398,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-05,HOUSEHOLD_2_CA_2,209.0,5.948554572271386,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.0,1.0,-0.4470937929851136,0.8944870822287958,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-06,HOUSEHOLD_2_CA_2,189.0,5.948554572271386,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,-0.43167285247378356,0.9020302369860709,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
