date,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2011-10-25,4,10,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-10-26,5,10,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-10-27,6,10,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-10-28,7,10,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-10-29,1,10,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-10-30,2,10,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-10-31,3,10,2011,Halloween,Cultural,0_NoEvent,0_NoEvent,0,0,0
2011-11-01,4,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2011-11-02,5,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2011-11-03,6,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-11-04,7,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2011-11-05,1,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-11-06,2,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-11-07,3,11,2011,EidAlAdha,Religious,0_NoEvent,0_NoEvent,1,1,0
2011-11-08,4,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2011-11-09,5,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-11-10,6,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2011-11-11,7,11,2011,VeteransDay,National,0_NoEvent,0_NoEvent,0,1,1
2011-11-12,1,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2011-11-13,2,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2011-11-14,3,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2011-11-15,4,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2011-11-16,5,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-17,6,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-18,7,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-19,1,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-20,2,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-21,3,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-22,4,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-23,5,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-24,6,11,2011,Thanksgiving,National,0_NoEvent,0_NoEvent,0,0,0
2011-11-25,7,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-26,1,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-27,2,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-28,3,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-29,4,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-11-30,5,11,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-01,6,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2011-12-02,7,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2011-12-03,1,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-12-04,2,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2011-12-05,3,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-12-06,4,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-12-07,5,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2011-12-08,6,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2011-12-09,7,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2011-12-10,1,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2011-12-11,2,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2011-12-12,3,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2011-12-13,4,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2011-12-14,5,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2011-12-15,6,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2011-12-16,7,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-17,1,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-18,2,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-19,3,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-20,4,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-21,5,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-22,6,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-23,7,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-24,1,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-25,2,12,2011,Christmas,National,0_NoEvent,0_NoEvent,0,0,0
2011-12-26,3,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-27,4,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-28,5,12,2011,Chanukah End,Religious,0_NoEvent,0_NoEvent,0,0,0
2011-12-29,6,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-30,7,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2011-12-31,1,12,2011,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-01,2,1,2012,NewYear,National,0_NoEvent,0_NoEvent,1,1,0
2012-01-02,3,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-01-03,4,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-01-04,5,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-01-05,6,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-01-06,7,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-01-07,1,1,2012,OrthodoxChristmas,Religious,0_NoEvent,0_NoEvent,1,1,0
2012-01-08,2,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-01-09,3,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-01-10,4,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-01-11,5,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-01-12,6,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-01-13,7,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-01-14,1,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-01-15,2,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-01-16,3,1,2012,MartinLutherKingDay,National,0_NoEvent,0_NoEvent,0,0,0
2012-01-17,4,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-18,5,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-19,6,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-20,7,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-21,1,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-22,2,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-23,3,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-24,4,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-25,5,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-26,6,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-27,7,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-28,1,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-29,2,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-30,3,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-01-31,4,1,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-01,5,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-02-02,6,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-02-03,7,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-02-04,1,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-02-05,2,2,2012,SuperBowl,Sporting,0_NoEvent,0_NoEvent,1,1,1
2012-02-06,3,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-02-07,4,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-02-08,5,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-02-09,6,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-02-10,7,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-02-11,1,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-02-12,2,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-02-13,3,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-02-14,4,2,2012,ValentinesDay,Cultural,0_NoEvent,0_NoEvent,0,0,1
2012-02-15,5,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-02-16,6,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-17,7,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-18,1,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-19,2,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-20,3,2,2012,PresidentsDay,National,0_NoEvent,0_NoEvent,0,0,0
2012-02-21,4,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-22,5,2,2012,LentStart,Religious,0_NoEvent,0_NoEvent,0,0,0
2012-02-23,6,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-24,7,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-25,1,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-26,2,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-27,3,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-28,4,2,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-02-29,5,2,2012,LentWeek2,Religious,0_NoEvent,0_NoEvent,0,0,0
2012-03-01,6,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-03-02,7,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-03-03,1,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-03-04,2,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-03-05,3,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-03-06,4,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-03-07,5,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-03-08,6,3,2012,Purim End,Religious,0_NoEvent,0_NoEvent,1,0,1
2012-03-09,7,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-03-10,1,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-03-11,2,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-03-12,3,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-03-13,4,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-03-14,5,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-03-15,6,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-03-16,7,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-17,1,3,2012,StPatricksDay,Cultural,0_NoEvent,0_NoEvent,0,0,0
2012-03-18,2,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-19,3,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-20,4,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-21,5,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-22,6,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-23,7,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-24,1,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-25,2,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-26,3,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-27,4,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-28,5,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-29,6,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-30,7,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-03-31,1,3,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-01,2,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-04-02,3,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-04-03,4,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-04-04,5,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-04-05,6,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-04-06,7,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-04-07,1,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-04-08,2,4,2012,Easter,Cultural,0_NoEvent,0_NoEvent,1,0,1
2012-04-09,3,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-04-10,4,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-04-11,5,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-04-12,6,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-04-13,7,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-04-14,1,4,2012,Pesach End,Religious,0_NoEvent,0_NoEvent,0,0,1
2012-04-15,2,4,2012,OrthodoxEaster,Religious,0_NoEvent,0_NoEvent,0,1,1
2012-04-16,3,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-17,4,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-18,5,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-19,6,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-20,7,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-21,1,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-22,2,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-23,3,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-24,4,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-25,5,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-26,6,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-27,7,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-28,1,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-29,2,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-04-30,3,4,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-01,4,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-05-02,5,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-05-03,6,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-05-04,7,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-05-05,1,5,2012,Cinco De Mayo,Cultural,0_NoEvent,0_NoEvent,1,1,1
2012-05-06,2,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-05-07,3,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-05-08,4,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-05-09,5,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-05-10,6,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-05-11,7,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-05-12,1,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-05-13,2,5,2012,Mother's day,Cultural,0_NoEvent,0_NoEvent,0,1,0
2012-05-14,3,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-05-15,4,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-05-16,5,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-17,6,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-18,7,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-19,1,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-20,2,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-21,3,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-22,4,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-23,5,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-24,6,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-25,7,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-26,1,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-27,2,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-28,3,5,2012,MemorialDay,National,0_NoEvent,0_NoEvent,0,0,0
2012-05-29,4,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-30,5,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-05-31,6,5,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-01,7,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-06-02,1,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-06-03,2,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-06-04,3,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-06-05,4,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-06-06,5,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-06-07,6,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-06-08,7,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-06-09,1,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-06-10,2,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-06-11,3,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-06-12,4,6,2012,NBAFinalsStart,Sporting,0_NoEvent,0_NoEvent,0,1,1
2012-06-13,5,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-06-14,6,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-06-15,7,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-06-16,1,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-17,2,6,2012,Father's day,Cultural,0_NoEvent,0_NoEvent,0,0,0
2012-06-18,3,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-19,4,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-20,5,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-21,6,6,2012,NBAFinalsEnd,Sporting,0_NoEvent,0_NoEvent,0,0,0
2012-06-22,7,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-23,1,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-24,2,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-25,3,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-26,4,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-27,5,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-28,6,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-29,7,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-06-30,1,6,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-01,2,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-07-02,3,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-07-03,4,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-07-04,5,7,2012,IndependenceDay,National,0_NoEvent,0_NoEvent,1,0,0
2012-07-05,6,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-07-06,7,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-07-07,1,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-07-08,2,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-07-09,3,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-07-10,4,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-07-11,5,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-07-12,6,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-07-13,7,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-07-14,1,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-07-15,2,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-07-16,3,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-17,4,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-18,5,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-19,6,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-20,7,7,2012,Ramadan starts,Religious,0_NoEvent,0_NoEvent,0,0,0
